Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,SUB-1_Measure_Description,SUB-1_%,SUB-1_Numerator,SUB-1_Denominator,SUB-1_Footnote,TOB-1_Measure_Description,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,TOB-1_Footnote,TOB-2/-2a_Measure_Desc,TOB-2_%,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2_Footnote,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,TOB-2a_Footnote,PEoC_Measure_Description,PEoC_Assessed_Response,PEoC_Assessed_Footnote,EHR_Use_Measure_Description,EHR_Use_Response,EHR_Use_Footnote,HIE_Measure_Description,HIE_Response,HIE_Footnote,Start_Date,End_Date,FUH_Measure_Description,FUH-30_%,FUH-30_Numerator,FUH-30_Denominator,FUH-30_Footnote,FUH-7_%,FUH-7_Numerator,FUH-7_Denominator,FUH-7_Footnote,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_Measure_Description,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,IMM-2_Footnote,HCP_Measure_Description,HCP_%,HCP_Numerator,HCP_Denominator,HCP_Footnote,Flu_Season_Start_Date,Flu_Season_End_Date
"110101","COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR","706 N PARRISH AVE. ","ADEL","GA","31620","Cook","Hours of physical-restraint use","0.00","0","2314","","Hours of seclusion","0.00","0","2314","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","92.39%","170","184","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","87.50%","161","184","","Alcohol Use Screening","89.66%","104","116","","Tobacco Use Screening","91.30%","105","115","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","95.12%","78","82","","Healthcare Personnel Influenza Vaccination","100","54","54","","10/01/2015","03/31/2016"
"110107","MEDICAL CENTER, NAVICENT HEALTH (THE)","777 HEMLOCK STREET ","MACON","GA","31201","Bibb","Hours of physical-restraint use","8.19","852.82","4340","","Hours of seclusion","0.76","79.2","4340","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","85.45%","182","213","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","80.75%","172","213","","Alcohol Use Screening","99.41%","335","337","","Tobacco Use Screening","100.00%","340","340","","Tobacco Use Treatment (during the hospital stay)","65.92%","147","223","","59.64%","133","223","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","73.15%","79","108","","Healthcare Personnel Influenza Vaccination","97","30","31","","10/01/2015","03/31/2016"
"110109","EMANUEL MEDICAL CENTER","117 KITE ROAD ","SWAINSBORO","GA","30401","Emanuel","Hours of physical-restraint use","0.00","0","1282","","Hours of seclusion","0.00","0","1282","","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00%","0","16","","Post-discharge continuing care plan created","56.25%","63","112","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Alcohol Use Screening","86.14%","87","101","","Tobacco Use Screening","97.03%","98","101","","Tobacco Use Treatment (during the hospital stay)","Not Available","Not Available","Not Available","1","0.00%","0","19","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","5","07/01/2014","06/30/2015","Influenza Immunization","53.23%","66","124","","Healthcare Personnel Influenza Vaccination","48","16","33","","10/01/2015","03/31/2016"
"110115","WELLSTAR ATLANTA MEDICAL CENTER","303 PARKWAY DR NE ","ATLANTA","GA","30312","Fulton","Hours of physical-restraint use","0.13","21.8","6924","","Hours of seclusion","0.13","21.8","6924","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","96.04%","461","480","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.46%","439","480","","Alcohol Use Screening","91.52%","356","389","","Tobacco Use Screening","99.74%","389","390","","Tobacco Use Treatment (during the hospital stay)","95.69%","200","209","","17.70%","37","209","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","33.10%","48","145","","17.93%","26","145","","07/01/2014","06/30/2015","Influenza Immunization","90.78%","325","358","","Healthcare Personnel Influenza Vaccination","91","2915","3218","","10/01/2015","03/31/2016"
"110129","ST FRANCIS HOSPITAL","2122 MANCHESTER EXPRESSWAY ","COLUMBUS","GA","31995","Muscogee","Hours of physical-restraint use","0.09","6.42","3040","","Hours of seclusion","0.16","11.35","3040","","Patients discharged on multiple antipsychotic medications with appropriate justification","62.50%","15","24","","Post-discharge continuing care plan created","72.24%","177","245","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","56.33%","138","245","","Alcohol Use Screening","80.56%","174","216","","Tobacco Use Screening","97.73%","215","220","","Tobacco Use Treatment (during the hospital stay)","79.22%","61","77","","64.94%","50","77","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","59.72%","43","72","","31.94%","23","72","","07/01/2014","06/30/2015","Influenza Immunization","96.02%","169","176","","Healthcare Personnel Influenza Vaccination","70","204","293","","10/01/2015","03/31/2016"
"110164","COLISEUM MEDICAL CENTERS, LLC, DBA","350 HOSPITAL DRIVE ","MACON","GA","31217","Bibb","Hours of physical-restraint use","0.00","0","62242","","Hours of seclusion","0.02","31.37","62242","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","100.00%","426","426","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","426","426","","Alcohol Use Screening","100.00%","502","502","","Tobacco Use Screening","100.00%","502","502","","Tobacco Use Treatment (during the hospital stay)","97.91%","234","239","","13.81%","33","239","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","49.43%","43","87","","26.44%","23","87","","07/01/2014","06/30/2015","Influenza Immunization","96.60%","313","324","","Healthcare Personnel Influenza Vaccination","72","1043","1446","","10/01/2015","03/31/2016"
"110187","CHESTATEE REGIONAL HOSPITAL","227 MOUNTAIN DR ","DAHLONEGA","GA","30533","Lumpkin","Hours of physical-restraint use","0.00","0","2248","","Hours of seclusion","0.03","1.75","2248","","Patients discharged on multiple antipsychotic medications with appropriate justification","100.00%","43","43","","Post-discharge continuing care plan created","97.96%","192","196","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.96%","192","196","","Alcohol Use Screening","61.88%","99","160","","Tobacco Use Screening","100.00%","190","190","","Tobacco Use Treatment (during the hospital stay)","72.92%","35","48","","72.92%","35","48","","Assessment of Patient Experience of Care","No","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","07/01/2014","06/30/2015","Influenza Immunization","97.81%","134","137","","Healthcare Personnel Influenza Vaccination","84","16","19","","10/01/2015","03/31/2016"
"110190","FLINT RIVER COMMUNITY HOSPITAL","509 SUMTER STREET, BOX 770 ","MONTEZUMA","GA","31063","Dooly","Hours of physical-restraint use","0.00","0","7910","","Hours of seclusion","0.14","27.07","7910","","Patients discharged on multiple antipsychotic medications with appropriate justification","0.00%","0","235","","Post-discharge continuing care plan created","100.00%","1553","1553","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00%","1553","1553","","Alcohol Use Screening","100.00%","1553","1553","","Tobacco Use Screening","100.00%","1553","1553","","Tobacco Use Treatment (during the hospital stay)","100.00%","1368","1368","","2.34%","32","1368","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Certified EHR Technology","","Interoperable health information exchanged with HISP","Yes","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","45.41%","84","185","","26.49%","49","185","","07/01/2014","06/30/2015","Influenza Immunization","6.69%","54","807","","Healthcare Personnel Influenza Vaccination","99","127","128","","10/01/2015","03/31/2016"
"110192","EASTSIDE MEDICAL CENTER","1700 MEDICAL WAY ","SNELLVILLE","GA","30078","Gwinnett","Hours of physical-restraint use","0.00","0","22395","","Hours of seclusion","0.00","0","22395","","Patients discharged on multiple antipsychotic medications with appropriate justification","91.18%","31","34","","Post-discharge continuing care plan created","96.27%","387","402","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","94.78%","381","402","","Alcohol Use Screening","99.86%","714","715","","Tobacco Use Screening","99.02%","707","714","","Tobacco Use Treatment (during the hospital stay)","88.34%","144","163","","8.59%","14","163","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","43.42%","66","152","","16.45%","25","152","","07/01/2014","06/30/2015","Influenza Immunization","99.22%","381","384","","Healthcare Personnel Influenza Vaccination","88","157","178","","10/01/2015","03/31/2016"
"110209","TURNING POINT HOSPITAL","3015 VETERANS PARKWAY ","MOULTRIE","GA","31788","Colquitt","Hours of physical-restraint use","0.03","5.28","8464","","Hours of seclusion","0.09","18.36","8464","","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan created","98.18%","269","274","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","97.81%","268","274","","Alcohol Use Screening","98.41%","619","629","","Tobacco Use Screening","99.84%","628","629","","Tobacco Use Treatment (during the hospital stay)","90.48%","418","462","","13.85%","64","462","","Assessment of Patient Experience of Care","Yes","","Use of an Electronic Health Record","Paper or Other Form","","Interoperable health information exchanged with HISP","No","","01/01/2015","12/31/2015","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","90.93%","361","397","","84.89%","337","397","","07/01/2014","06/30/2015","Influenza Immunization","92.79%","296","319","","Healthcare Personnel Influenza Vaccination","83","199","239","","10/01/2015","03/31/2016"
